NOM;CODI;DATA_INI;DATA_FI;RESIDENCIA;IEPG_CONFIRMAT;R0_CONFIRMAT_M;TAXA_CASOS_CONFIRMAT;CASOS_CONFIRMAT;TAXA_PCR;PCR;PERC_PCR_POSITIVES;INGRESSOS_TOTAL;INGRESSOS_CRITIC;EXITUS
OSONA;24;2020-03-25;2020-03-31;Si;;;4670.5054;73;7613.5636;119;59.3220;0;0;11
OSONA;24;2020-03-25;2020-03-31;No;307.342;1.14367;138.0813;223;270.5899;437;54.4365;0;0;51
OSONA;24;2020-03-24;2020-03-30;Si;;;4286.6282;67;6845.8093;107;59.4340;0;0;11
OSONA;24;2020-03-24;2020-03-30;No;343.335;1.3361;149.2269;241;263.7787;426;57.9075;0;0;40
OSONA;24;2020-03-23;2020-03-29;No;368.215;1.46831;157.2765;254;271.8283;439;57.5758;0;0;38
OSONA;24;2020-03-23;2020-03-29;Si;;;3902.7511;61;6909.7888;108;57.0093;0;0;8
OSONA;24;2020-03-22;2020-03-28;No;381.177;1.55847;151.7037;245;266.2555;430;56.4286;0;0;34
OSONA;24;2020-03-22;2020-03-28;Si;;;2879.0786;45;5822.1369;91;50.0000;0;0;7
OSONA;24;2020-03-21;2020-03-27;Si;;;2943.0582;46;4990.4030;78;55.8442;0;0;6
OSONA;24;2020-03-21;2020-03-27;No;379.76;1.67571;148.6077;240;250.1563;404;57.4307;0;0;36
OSONA;24;2020-03-20;2020-03-26;Si;;;2495.2015;39;4606.5259;72;52.7778;0;0;6
OSONA;24;2020-03-20;2020-03-26;No;410.807;1.99234;145.5117;235;241.4875;390;56.6234;0;0;30
OSONA;24;2020-03-19;2020-03-25;Si;;;2623.1605;41;3774.7920;59;62.7119;0;0;6
OSONA;24;2020-03-19;2020-03-25;No;453.452;2.4169;138.7005;224;241.4875;390;52.8497;0;0;23
OSONA;24;2020-03-18;2020-03-24;No;489.931;2.87721;130.6509;211;220.4348;356;52.4079;0;0;16
OSONA;24;2020-03-18;2020-03-24;Si;;;2431.2220;38;3454.8944;54;64.8148;0;0;5
OSONA;24;2020-03-17;2020-03-23;Si;;;1727.4472;27;2111.3243;33;54.5455;0;0;5
OSONA;24;2020-03-17;2020-03-23;No;459.917;3.28656;107.7406;174;180.8060;292;48.7889;0;0;17
OSONA;24;2020-03-16;2020-03-22;Si;;;1407.5495;22;1535.5086;24;70.8333;0;0;6
OSONA;24;2020-03-16;2020-03-22;No;415.197;3.76707;93.4990;151;165.9452;268;44.9057;0;0;14
OSONA;24;2020-03-15;2020-03-21;Si;;;895.7133;14;1279.5905;20;55.0000;0;0;5
OSONA;24;2020-03-15;2020-03-21;No;436.542;4.27279;92.8798;150;160.3725;259;43.7500;0;0;12
OSONA;24;2020-03-14;2020-03-20;Si;;;511.8362;8;895.7133;14;42.8571;0;0;5
OSONA;24;2020-03-14;2020-03-20;No;399.106;4.70476;78.0190;126;134.3661;217;36.9159;0;0;8
OSONA;24;2020-03-13;2020-03-19;No;318.887;4.90476;60.6814;98;112.6941;182;33.8889;0;0;6
OSONA;24;2020-03-13;2020-03-19;Si;;;383.8771;6;703.7747;11;45.4545;0;0;4
OSONA;24;2020-03-12;2020-03-18;Si;;;63.9795;1;319.8976;5;20.0000;0;0;4
OSONA;24;2020-03-12;2020-03-18;No;253.872;5.0;48.9167;79;78.0190;126;27.2000;0;0;6
OSONA;24;2020-03-11;2020-03-17;Si;;;63.9795;1;255.9181;4;25.0000;0;0;4
OSONA;24;2020-03-11;2020-03-17;No;189.74;4.71429;39.6287;64;64.3966;104;22.3301;0;0;4
OSONA;24;2020-03-10;2020-03-16;Si;;;63.9795;1;255.9181;4;25.0000;0;0;3
OSONA;24;2020-03-10;2020-03-16;No;135.958;4.14286;32.1983;52;55.7278;90;21.3483;0;0;1
OSONA;24;2020-03-09;2020-03-15;No;59.7085;3.57143;16.7183;27;39.6287;64;22.2222;0;0;1
OSONA;24;2020-03-09;2020-03-15;Si;;;0.0000;0;191.9385;3;0.0000;0;0;2
OSONA;24;2020-03-08;2020-03-14;No;26.5371;2.85714;9.2879;15;25.3871;41;12.1951;0;0;1
OSONA;24;2020-03-08;2020-03-14;Si;;;0.0000;0;63.9795;1;0.0000;0;0;2
OSONA;24;2020-03-07;2020-03-13;Si;;;0.0000;0;0.0000;0;0.0000;0;0;0
OSONA;24;2020-03-07;2020-03-13;No;;;6.8111;11;13.6223;22;13.6364;0;0;1
OSONA;24;2020-03-06;2020-03-12;Si;;;0.0000;0;0.0000;0;0.0000;0;0;0
OSONA;24;2020-03-06;2020-03-12;No;;;4.3343;7;8.6687;14;14.2857;0;0;0
OSONA;24;2020-03-05;2020-03-11;Si;;;0.0000;0;0.0000;0;0.0000;0;0;0
OSONA;24;2020-03-05;2020-03-11;No;;;1.8575;3;1.8575;3;33.3333;0;0;0
OSONA;24;2020-03-04;2020-03-10;No;;;0.6191;1;1.2383;2;0.0000;0;0;0
OSONA;24;2020-03-04;2020-03-10;Si;;;0.0000;0;0.0000;0;0.0000;0;0;0
OSONA;24;2020-03-03;2020-03-09;No;;;0.6191;1;0.6191;1;0.0000;0;0;0
OSONA;24;2020-03-03;2020-03-09;Si;;;0.0000;0;0.0000;0;0.0000;0;0;0
OSONA;24;2020-03-02;2020-03-08;Si;;;0.0000;0;0.0000;0;0.0000;0;0;0
OSONA;24;2020-03-02;2020-03-08;No;;;0.0000;0;1.2383;2;0.0000;0;0;0
OSONA;24;2020-03-01;2020-03-07;Si;;;0.0000;0;0.0000;0;0.0000;0;0;0
OSONA;24;2020-03-01;2020-03-07;No;;;0.0000;0;1.2383;2;0.0000;0;0;0
OSONA;24;2020-02-29;2020-03-06;Si;;;0.0000;0;0.0000;0;0.0000;0;0;0
OSONA;24;2020-02-29;2020-03-06;No;;;0.0000;0;1.2383;2;0.0000;0;0;0
OSONA;24;2020-02-28;2020-03-05;Si;;;0.0000;0;0.0000;0;0.0000;0;0;0
OSONA;24;2020-02-28;2020-03-05;No;;;0.0000;0;1.2383;2;0.0000;0;0;0
OSONA;24;2020-02-27;2020-03-04;No;;;0.0000;0;1.2383;2;0.0000;0;0;0
OSONA;24;2020-02-27;2020-03-04;Si;;;0.0000;0;0.0000;0;0.0000;0;0;0
OSONA;24;2020-02-26;2020-03-03;Si;;;0.0000;0;0.0000;0;0.0000;0;0;0
OSONA;24;2020-02-26;2020-03-03;No;;;0.0000;0;0.6191;1;0.0000;0;0;0
OSONA;24;2020-02-25;2020-03-02;No;;;0.0000;0;0.6191;1;0.0000;0;0;0
OSONA;24;2020-02-25;2020-03-02;Si;;;0.0000;0;0.0000;0;0.0000;0;0;0
OSONA;24;2020-02-24;2020-03-01;Si;;;0.0000;0;0.0000;0;0.0000;0;0;0
OSONA;24;2020-02-24;2020-03-01;No;;;0.0000;0;0.0000;0;0.0000;0;0;0
PALLARS JUSSA;25;2020-08-29;2020-09-04;No;126.707;1.39286;41.3496;5;942.7720;114;4.4643;0;0;0
PALLARS JUSSA;25;2020-08-29;2020-09-04;Si;;;0.0000;0;1244.8132;3;0.0000;0;0;0
PALLARS JUSSA;25;2020-08-28;2020-09-03;Si;;;0.0000;0;1244.8132;3;0.0000;0;0;0
PALLARS JUSSA;25;2020-08-28;2020-09-03;No;148.859;1.5;57.8895;7;951.0420;115;6.1947;0;0;0
PALLARS JUSSA;25;2020-08-27;2020-09-02;Si;;;0.0000;0;1244.8132;3;0.0000;0;0;0
PALLARS JUSSA;25;2020-08-27;2020-09-02;No;146.496;1.47619;57.8895;7;967.5818;117;6.0870;0;0;0
PALLARS JUSSA;25;2020-08-26;2020-09-01;Si;;;0.0000;0;1659.7510;4;0.0000;0;0;0
PALLARS JUSSA;25;2020-08-26;2020-09-01;No;153.584;1.42857;57.8895;7;967.5818;117;6.9565;0;0;0
PALLARS JUSSA;25;2020-08-25;2020-08-31;No;113.416;1.14286;49.6195;6;884.8825;107;4.7170;0;0;0
PALLARS JUSSA;25;2020-08-25;2020-08-31;Si;;;0.0000;0;829.8755;2;0.0000;0;0;0
PALLARS JUSSA;25;2020-08-24;2020-08-30;Si;;;0.0000;0;1244.8132;3;0.0000;0;0;0
PALLARS JUSSA;25;2020-08-24;2020-08-30;No;108.691;1.09524;49.6195;6;884.8825;107;5.6604;0;0;0
PALLARS JUSSA;25;2020-08-23;2020-08-29;Si;;;0.0000;0;1244.8132;3;0.0000;0;0;0
PALLARS JUSSA;25;2020-08-23;2020-08-29;No;101.602;1.02381;49.6195;6;860.0727;104;5.8252;0;0;0
PALLARS JUSSA;25;2020-08-22;2020-08-28;Si;;;0.0000;0;1244.8132;3;0.0000;0;0;0
PALLARS JUSSA;25;2020-08-22;2020-08-28;No;106.131;1.16667;49.6195;6;793.9133;96;5.2632;0;0;0
PALLARS JUSSA;25;2020-08-21;2020-08-27;Si;;;0.0000;0;1659.7510;4;0.0000;0;0;0
PALLARS JUSSA;25;2020-08-21;2020-08-27;No;96.0887;1.45238;41.3496;5;777.3734;94;5.3763;0;0;0
PALLARS JUSSA;25;2020-08-20;2020-08-26;No;125.821;1.69048;41.3496;5;835.2629;101;6.0606;0;0;0
PALLARS JUSSA;25;2020-08-20;2020-08-26;Si;;;0.0000;0;1659.7510;4;0.0000;0;0;0
PALLARS JUSSA;25;2020-08-19;2020-08-25;Si;;;0.0000;0;1244.8132;3;0.0000;0;0;0
PALLARS JUSSA;25;2020-08-19;2020-08-25;No;158.113;1.7381;49.6195;6;884.8825;107;4.7619;0;0;0
PALLARS JUSSA;25;2020-08-18;2020-08-24;Si;;;0.0000;0;1659.7510;4;0.0000;0;0;0
PALLARS JUSSA;25;2020-08-18;2020-08-24;No;139.801;1.69048;49.6195;6;868.3427;105;5.8252;0;0;0
PALLARS JUSSA;25;2020-08-17;2020-08-23;Si;;;0.0000;0;1659.7510;4;0.0000;0;0;0
PALLARS JUSSA;25;2020-08-17;2020-08-23;No;174.062;1.61905;49.6195;6;826.9930;100;7.0707;0;0;0
PALLARS JUSSA;25;2020-08-16;2020-08-22;No;174.259;1.40476;49.6195;6;826.9930;100;6.0606;0;0;0
PALLARS JUSSA;25;2020-08-16;2020-08-22;Si;;;0.0000;0;1659.7510;4;0.0000;0;0;0
PALLARS JUSSA;25;2020-08-15;2020-08-21;No;115.779;1.0;41.3496;5;868.3427;105;5.7692;0;0;0
PALLARS JUSSA;25;2020-08-15;2020-08-21;Si;;;0.0000;0;1659.7510;4;0.0000;0;0;0
PALLARS JUSSA;25;2020-08-14;2020-08-20;Si;;;0.0000;0;829.8755;2;0.0000;0;0;0
PALLARS JUSSA;25;2020-08-14;2020-08-20;No;81.5179;0.657143;24.8097;3;884.8825;107;3.8462;0;0;0
PALLARS JUSSA;25;2020-08-13;2020-08-19;Si;;;0.0000;0;1659.7510;4;0.0000;0;0;0
PALLARS JUSSA;25;2020-08-13;2020-08-19;No;64.2692;0.457143;33.0797;4;826.9930;100;4.1237;0;0;0
PALLARS JUSSA;25;2020-08-12;2020-08-18;Si;;;0.0000;0;1659.7510;4;0.0000;0;0;0
PALLARS JUSSA;25;2020-08-12;2020-08-18;No;64.2692;0.485714;41.3496;5;777.3734;94;6.5934;0;0;0
PALLARS JUSSA;25;2020-08-11;2020-08-17;No;89.4728;0.67619;33.0797;4;736.0238;89;5.8140;0;0;0
PALLARS JUSSA;25;2020-08-11;2020-08-17;Si;;;0.0000;0;1244.8132;3;0.0000;0;0;0
PALLARS JUSSA;25;2020-08-10;2020-08-16;Si;;;0.0000;0;1244.8132;3;0.0000;0;0;0
PALLARS JUSSA;25;2020-08-10;2020-08-16;No;143.03;1.08095;57.8895;7;711.2140;86;7.2289;0;0;0
PALLARS JUSSA;25;2020-08-09;2020-08-15;No;190.287;1.4381;74.4293;9;802.1832;97;8.5106;0;0;0
PALLARS JUSSA;25;2020-08-09;2020-08-15;Si;;;0.0000;0;1659.7510;4;0.0000;0;0;0
PALLARS JUSSA;25;2020-08-08;2020-08-14;Si;;;0.0000;0;1659.7510;4;0.0000;0;0;0
PALLARS JUSSA;25;2020-08-08;2020-08-14;No;281.65;2.12857;74.4293;9;744.2937;90;9.1954;0;0;0
PALLARS JUSSA;25;2020-08-07;2020-08-13;Si;;;0.0000;0;2074.6887;5;0.0000;0;0;0
PALLARS JUSSA;25;2020-08-07;2020-08-13;No;364.822;2.75714;99.2391;12;843.5329;102;11.8812;0;0;0
PALLARS JUSSA;25;2020-08-06;2020-08-12;Si;;;0.0000;0;1659.7510;4;0.0000;0;0;0
PALLARS JUSSA;25;2020-08-06;2020-08-12;No;384.552;3.1;107.5090;13;893.1524;108;11.1111;0;0;0
PALLARS JUSSA;25;2020-08-05;2020-08-11;No;345.565;3.21429;90.9692;11;917.9622;111;9.0090;0;0;0
PALLARS JUSSA;25;2020-08-05;2020-08-11;Si;;;0.0000;0;1659.7510;4;0.0000;0;0;0
PALLARS JUSSA;25;2020-08-04;2020-08-10;No;345.565;3.21429;99.2391;12;917.9622;111;10.9091;0;0;0
PALLARS JUSSA;25;2020-08-04;2020-08-10;Si;;;0.0000;0;2074.6887;5;0.0000;0;0;0
PALLARS JUSSA;25;2020-08-03;2020-08-09;Si;;;0.0000;0;2489.6265;6;0.0000;0;0;0
PALLARS JUSSA;25;2020-08-03;2020-08-09;No;259.912;2.85714;74.4293;9;942.7720;114;7.9646;0;0;0
PALLARS JUSSA;25;2020-08-02;2020-08-08;Si;;;0.0000;0;2074.6887;5;0.0000;0;0;0
PALLARS JUSSA;25;2020-08-02;2020-08-08;No;186.073;2.5;57.8895;7;835.2629;101;7.0000;0;0;0
PALLARS JUSSA;25;2020-08-01;2020-08-07;Si;;;0.0000;0;2074.6887;5;0.0000;0;0;0
PALLARS JUSSA;25;2020-08-01;2020-08-07;No;132.91;1.78571;57.8895;7;934.5021;113;6.2500;0;0;0
PALLARS JUSSA;25;2020-07-31;2020-08-06;No;53.1638;1.07143;33.0797;4;802.1832;97;3.1250;0;0;0
PALLARS JUSSA;25;2020-07-31;2020-08-06;Si;;;0.0000;0;2074.6887;5;0.0000;0;0;0
PALLARS JUSSA;25;2020-07-30;2020-08-05;Si;;;0.0000;0;1659.7510;4;0.0000;0;0;0
PALLARS JUSSA;25;2020-07-30;2020-08-05;No;21.2655;0.642857;16.5398;2;785.6434;95;2.1277;0;0;0
PALLARS JUSSA;25;2020-07-29;2020-08-04;Si;;;0.0000;0;1659.7510;4;0.0000;0;0;0
PALLARS JUSSA;25;2020-07-29;2020-08-04;No;21.2655;0.642857;16.5398;2;736.0238;89;2.2727;0;0;0
PALLARS JUSSA;25;2020-07-28;2020-08-03;Si;;;0.0000;0;1244.8132;3;0.0000;0;0;0
PALLARS JUSSA;25;2020-07-28;2020-08-03;No;15.9492;0.642857;8.2699;1;744.2937;90;2.2222;0;0;0
PALLARS JUSSA;25;2020-07-27;2020-08-02;Si;;;0.0000;0;829.8755;2;0.0000;0;0;0
PALLARS JUSSA;25;2020-07-27;2020-08-02;No;14.177;0.857143;16.5398;2;686.4042;83;2.4096;0;0;0
PALLARS JUSSA;25;2020-07-26;2020-08-01;No;14.177;0.857143;16.5398;2;686.4042;83;2.4096;0;0;0
PALLARS JUSSA;25;2020-07-26;2020-08-01;Si;;;0.0000;0;829.8755;2;0.0000;0;0;0
PALLARS JUSSA;25;2020-07-25;2020-07-31;Si;;;0.0000;0;829.8755;2;0.0000;0;0;0
PALLARS JUSSA;25;2020-07-25;2020-07-31;No;14.177;0.857143;16.5398;2;578.8951;70;2.8571;0;0;0
PALLARS JUSSA;25;2020-07-24;2020-07-30;Si;;;0.0000;0;414.9377;1;0.0000;0;0;0
PALLARS JUSSA;25;2020-07-24;2020-07-30;No;14.177;0.857143;16.5398;2;521.0056;63;3.1746;0;0;0
PALLARS JUSSA;25;2020-07-23;2020-07-29;Si;;;0.0000;0;414.9377;1;0.0000;0;0;0
PALLARS JUSSA;25;2020-07-23;2020-07-29;No;14.177;0.857143;16.5398;2;471.3860;57;3.5088;0;0;0
PALLARS JUSSA;25;2020-07-22;2020-07-28;No;9.45135;0.571429;16.5398;2;421.7664;51;3.9216;0;0;0
PALLARS JUSSA;25;2020-07-22;2020-07-28;Si;;;0.0000;0;414.9377;1;0.0000;0;0;0
PALLARS JUSSA;25;2020-07-21;2020-07-27;No;7.08851;0.285714;16.5398;2;372.1468;45;0.0000;0;0;0
PALLARS JUSSA;25;2020-07-21;2020-07-27;Si;;;0.0000;0;414.9377;1;0.0000;0;0;0
PALLARS JUSSA;25;2020-07-20;2020-07-26;Si;;;0.0000;0;0.0000;0;0.0000;0;0;0
PALLARS JUSSA;25;2020-07-20;2020-07-26;No;0.0;0.0;0.0000;0;438.3063;53;0.0000;0;0;0
PALLARS JUSSA;25;2020-07-19;2020-07-25;Si;;;0.0000;0;414.9377;1;0.0000;0;0;0
PALLARS JUSSA;25;2020-07-19;2020-07-25;No;0.0;0.0;0.0000;0;430.0363;52;0.0000;0;0;0
PALLARS JUSSA;25;2020-07-18;2020-07-24;Si;;;0.0000;0;414.9377;1;0.0000;0;0;0
PALLARS JUSSA;25;2020-07-18;2020-07-24;No;0.0;0.0;0.0000;0;421.7664;51;0.0000;0;0;0
PALLARS JUSSA;25;2020-07-17;2020-07-23;No;0.0;0.0;0.0000;0;396.9566;48;0.0000;0;0;0
PALLARS JUSSA;25;2020-07-17;2020-07-23;Si;;;0.0000;0;414.9377;1;0.0000;0;0;0
PALLARS JUSSA;25;2020-07-16;2020-07-22;No;2.36284;0.142857;0.0000;0;471.3860;57;0.0000;0;0;0
PALLARS JUSSA;25;2020-07-16;2020-07-22;Si;;;0.0000;0;414.9377;1;0.0000;0;0;0
PALLARS JUSSA;25;2020-07-15;2020-07-21;Si;;;0.0000;0;414.9377;1;0.0000;0;0;0
PALLARS JUSSA;25;2020-07-15;2020-07-21;No;4.72567;0.285714;0.0000;0;446.5762;54;0.0000;0;0;0
PALLARS JUSSA;25;2020-07-14;2020-07-20;Si;;;0.0000;0;414.9377;1;0.0000;0;0;0
PALLARS JUSSA;25;2020-07-14;2020-07-20;No;9.45135;0.571429;8.2699;1;479.6559;58;1.7857;0;0;0
PALLARS JUSSA;25;2020-07-13;2020-07-19;Si;;;0.0000;0;829.8755;2;0.0000;0;0;0
PALLARS JUSSA;25;2020-07-13;2020-07-19;No;17.7213;0.714286;8.2699;1;413.4965;50;4.0000;0;0;0
PALLARS JUSSA;25;2020-07-12;2020-07-18;No;21.2655;0.857143;16.5398;2;413.4965;50;4.0000;0;0;0
PALLARS JUSSA;25;2020-07-12;2020-07-18;Si;;;0.0000;0;414.9377;1;0.0000;0;0;0
PALLARS JUSSA;25;2020-07-11;2020-07-17;Si;;;0.0000;0;414.9377;1;0.0000;0;0;0
PALLARS JUSSA;25;2020-07-11;2020-07-17;No;21.2655;0.857143;16.5398;2;405.2265;49;4.0816;0;0;0
PALLARS JUSSA;25;2020-07-10;2020-07-16;Si;;;0.0000;0;414.9377;1;0.0000;0;0;0
PALLARS JUSSA;25;2020-07-10;2020-07-16;No;28.354;0.857143;16.5398;2;479.6559;58;3.4483;0;0;0
PALLARS JUSSA;25;2020-07-09;2020-07-15;Si;;;0.0000;0;829.8755;2;0.0000;0;0;0
PALLARS JUSSA;25;2020-07-09;2020-07-15;No;23.6284;0.714286;16.5398;2;430.0363;52;3.8462;0;0;0
PALLARS JUSSA;25;2020-07-08;2020-07-14;Si;;;0.0000;0;829.8755;2;0.0000;0;0;0
PALLARS JUSSA;25;2020-07-08;2020-07-14;No;23.6284;0.714286;16.5398;2;430.0363;52;3.8462;0;0;0
PALLARS JUSSA;25;2020-07-07;2020-07-13;No;18.9027;0.571429;8.2699;1;430.0363;52;3.8462;0;0;0
PALLARS JUSSA;25;2020-07-07;2020-07-13;Si;;;0.0000;0;1244.8132;3;0.0000;0;0;0
PALLARS JUSSA;25;2020-07-06;2020-07-12;Si;;;0.0000;0;1244.8132;3;0.0000;0;0;0
PALLARS JUSSA;25;2020-07-06;2020-07-12;No;18.9027;0.571429;16.5398;2;396.9566;48;2.0833;0;0;0
PALLARS JUSSA;25;2020-07-05;2020-07-11;Si;;;0.0000;0;1244.8132;3;0.0000;0;0;0
PALLARS JUSSA;25;2020-07-05;2020-07-11;No;14.177;0.571429;8.2699;1;396.9566;48;2.0833;0;0;0
PALLARS JUSSA;25;2020-07-04;2020-07-10;Si;;;0.0000;0;1244.8132;3;0.0000;0;0;0
PALLARS JUSSA;25;2020-07-04;2020-07-10;No;17.7213;0.714286;8.2699;1;388.6867;47;2.1277;0;0;0
PALLARS JUSSA;25;2020-07-03;2020-07-09;No;21.2655;0.857143;16.5398;2;396.9566;48;4.2553;0;0;0
PALLARS JUSSA;25;2020-07-03;2020-07-09;Si;;;0.0000;0;1244.8132;3;0.0000;0;0;0
PALLARS JUSSA;25;2020-07-02;2020-07-08;No;24.8098;1.0;16.5398;2;380.4168;46;4.4444;0;0;0
PALLARS JUSSA;25;2020-07-02;2020-07-08;Si;;;0.0000;0;829.8755;2;0.0000;0;0;0
PALLARS JUSSA;25;2020-07-01;2020-07-07;Si;;;0.0000;0;1244.8132;3;0.0000;0;0;0
PALLARS JUSSA;25;2020-07-01;2020-07-07;No;24.8098;1.0;16.5398;2;388.6867;47;6.5217;0;0;0
PALLARS JUSSA;25;2020-06-30;2020-07-06;Si;;;0.0000;0;1244.8132;3;0.0000;0;0;0
PALLARS JUSSA;25;2020-06-30;2020-07-06;No;24.8098;1.0;24.8097;3;372.1468;45;4.5455;0;0;0
PALLARS JUSSA;25;2020-06-29;2020-07-05;Si;;;0.0000;0;1244.8132;3;0.0000;0;0;0
PALLARS JUSSA;25;2020-06-29;2020-07-05;No;21.2655;0.857143;16.5398;2;405.2265;49;4.2553;0;0;0
PALLARS JUSSA;25;2020-06-28;2020-07-04;No;17.7213;0.714286;16.5398;2;396.9566;48;4.3478;0;0;0
PALLARS JUSSA;25;2020-06-28;2020-07-04;Si;;;0.0000;0;1244.8132;3;0.0000;0;0;0
PALLARS JUSSA;25;2020-06-27;2020-07-03;No;14.177;0.571429;16.5398;2;396.9566;48;4.3478;0;0;0
PALLARS JUSSA;25;2020-06-27;2020-07-03;Si;;;0.0000;0;1244.8132;3;0.0000;0;0;0
PALLARS JUSSA;25;2020-06-26;2020-07-02;Si;;;0.0000;0;1659.7510;4;0.0000;0;0;0
PALLARS JUSSA;25;2020-06-26;2020-07-02;No;10.6328;0.428571;8.2699;1;413.4965;50;2.0408;0;0;0
PALLARS JUSSA;25;2020-06-25;2020-07-01;Si;;;0.0000;0;1659.7510;4;0.0000;0;0;0
PALLARS JUSSA;25;2020-06-25;2020-07-01;No;7.08851;0.285714;8.2699;1;388.6867;47;2.1739;0;0;0
PALLARS JUSSA;25;2020-06-24;2020-06-30;Si;;;0.0000;0;1244.8132;3;0.0000;0;0;0
PALLARS JUSSA;25;2020-06-24;2020-06-30;No;7.08851;0.285714;8.2699;1;339.0671;41;0.0000;0;0;0
PALLARS JUSSA;25;2020-06-23;2020-06-29;No;4.72567;0.285714;0.0000;0;355.6070;43;0.0000;0;0;0
PALLARS JUSSA;25;2020-06-23;2020-06-29;Si;;;0.0000;0;829.8755;2;0.0000;0;0;0
PALLARS JUSSA;25;2020-06-22;2020-06-28;Si;;;0.0000;0;414.9377;1;0.0000;0;0;0
PALLARS JUSSA;25;2020-06-22;2020-06-28;No;10.6328;0.428571;8.2699;1;438.3063;53;1.9231;1;0;0
PALLARS JUSSA;25;2020-06-21;2020-06-27;Si;;;0.0000;0;414.9377;1;0.0000;0;0;0
PALLARS JUSSA;25;2020-06-21;2020-06-27;No;14.177;0.571429;8.2699;1;438.3063;53;1.9231;1;0;0
PALLARS JUSSA;25;2020-06-20;2020-06-26;Si;;;0.0000;0;414.9377;1;0.0000;0;0;0
PALLARS JUSSA;25;2020-06-20;2020-06-26;No;17.7213;0.714286;8.2699;1;438.3063;53;1.9231;1;0;0
PALLARS JUSSA;25;2020-06-19;2020-06-25;Si;;;0.0000;0;414.9377;1;0.0000;0;0;0
PALLARS JUSSA;25;2020-06-19;2020-06-25;No;21.2655;0.857143;16.5398;2;388.6867;47;4.3478;1;0;0
PALLARS JUSSA;25;2020-06-18;2020-06-24;No;21.2655;0.857143;16.5398;2;479.6559;58;3.5088;1;0;0
PALLARS JUSSA;25;2020-06-18;2020-06-24;Si;;;0.0000;0;414.9377;1;0.0000;0;0;0
PALLARS JUSSA;25;2020-06-17;2020-06-23;Si;;;0.0000;0;2904.5643;7;0.0000;0;0;0
PALLARS JUSSA;25;2020-06-17;2020-06-23;No;21.2655;0.857143;16.5398;2;529.2755;64;3.1746;1;0;0
PALLARS JUSSA;25;2020-06-16;2020-06-22;Si;;;0.0000;0;2904.5643;7;0.0000;0;0;0
PALLARS JUSSA;25;2020-06-16;2020-06-22;No;21.2655;0.857143;16.5398;2;529.2755;64;3.1250;1;0;0
PALLARS JUSSA;25;2020-06-15;2020-06-21;Si;;;0.0000;0;2904.5643;7;0.0000;0;0;0
PALLARS JUSSA;25;2020-06-15;2020-06-21;No;14.177;0.857143;16.5398;2;438.3063;53;1.9231;0;0;0
PALLARS JUSSA;25;2020-06-14;2020-06-20;No;11.8142;0.714286;16.5398;2;438.3063;53;1.9231;0;0;0
PALLARS JUSSA;25;2020-06-14;2020-06-20;Si;;;0.0000;0;2904.5643;7;0.0000;0;0;0
PALLARS JUSSA;25;2020-06-13;2020-06-19;No;9.45135;0.571429;16.5398;2;454.8461;55;1.8519;0;0;0
PALLARS JUSSA;25;2020-06-13;2020-06-19;Si;;;0.0000;0;2904.5643;7;0.0000;0;0;0
PALLARS JUSSA;25;2020-06-12;2020-06-18;Si;;;0.0000;0;2489.6265;6;0.0000;0;0;0
PALLARS JUSSA;25;2020-06-12;2020-06-18;No;7.08851;0.428571;8.2699;1;487.9259;59;0.0000;0;0;0
PALLARS JUSSA;25;2020-06-11;2020-06-17;Si;;;0.0000;0;2489.6265;6;0.0000;0;0;0
PALLARS JUSSA;25;2020-06-11;2020-06-17;No;7.08851;0.428571;8.2699;1;471.3860;57;0.0000;0;0;0
PALLARS JUSSA;25;2020-06-10;2020-06-16;Si;;;0.0000;0;0.0000;0;0.0000;0;0;0
PALLARS JUSSA;25;2020-06-10;2020-06-16;No;7.08851;0.285714;8.2699;1;521.0056;63;0.0000;0;0;0
PALLARS JUSSA;25;2020-06-09;2020-06-15;No;4.72567;0.142857;8.2699;1;504.4657;61;0.0000;0;0;0
PALLARS JUSSA;25;2020-06-09;2020-06-15;Si;;;0.0000;0;414.9377;1;0.0000;0;0;0
PALLARS JUSSA;25;2020-06-08;2020-06-14;No;0.0;0.0;0.0000;0;636.7846;77;0.0000;0;0;0
PALLARS JUSSA;25;2020-06-08;2020-06-14;Si;;;0.0000;0;414.9377;1;0.0000;0;0;0
PALLARS JUSSA;25;2020-06-07;2020-06-13;Si;;;0.0000;0;414.9377;1;0.0000;0;0;0
PALLARS JUSSA;25;2020-06-07;2020-06-13;No;3.54426;0.142857;0.0000;0;645.0545;78;0.0000;0;0;0
PALLARS JUSSA;25;2020-06-06;2020-06-12;Si;;;0.0000;0;414.9377;1;0.0000;0;0;0
PALLARS JUSSA;25;2020-06-06;2020-06-12;No;7.08851;0.285714;0.0000;0;636.7846;77;0.0000;0;0;0
PALLARS JUSSA;25;2020-06-05;2020-06-11;Si;;;414.9377;1;829.8755;2;100.0000;0;0;0
PALLARS JUSSA;25;2020-06-05;2020-06-11;No;14.177;0.571429;8.2699;1;727.7538;88;1.1628;0;0;0
PALLARS JUSSA;25;2020-06-04;2020-06-10;No;21.2655;0.857143;8.2699;1;744.2937;90;1.1364;0;0;0
PALLARS JUSSA;25;2020-06-04;2020-06-10;Si;;;414.9377;1;829.8755;2;100.0000;0;0;0
