NOM;CODI;DATA_INI;DATA_FI;RESIDENCIA;IEPG_CONFIRMAT;R0_CONFIRMAT_M;TAXA_CASOS_CONFIRMAT;CASOS_CONFIRMAT;TAXA_PCR;PCR;PERC_PCR_POSITIVES;INGRESSOS_TOTAL;INGRESSOS_CRITIC;EXITUS
ANOIA;06;2020-06-25;2020-07-01;No;21.9369;1.6381;9.2067;11;531.4830;635;1.8739;2;0;1
ANOIA;06;2020-06-24;2020-06-30;Si;;;104.3841;1;3757.8288;36;6.2500;0;0;0
ANOIA;06;2020-06-24;2020-06-30;No;21.3629;1.59524;7.5328;9;462.0136;552;1.5748;2;0;0
ANOIA;06;2020-06-23;2020-06-29;Si;;;104.3841;1;3340.2922;32;8.3333;0;0;0
ANOIA;06;2020-06-23;2020-06-29;No;18.6926;1.59524;6.6958;8;427.6973;511;1.4799;3;0;0
ANOIA;06;2020-06-22;2020-06-28;No;19.4299;1.54762;7.5328;9;442.7630;529;1.2397;3;0;0
ANOIA;06;2020-06-22;2020-06-28;Si;;;104.3841;1;6471.8162;62;7.6923;0;0;0
ANOIA;06;2020-06-21;2020-06-27;Si;;;104.3841;1;6367.4321;61;7.6923;0;0;0
ANOIA;06;2020-06-21;2020-06-27;No;18.2342;1.45238;7.5328;9;426.8603;510;1.4989;2;0;0
ANOIA;06;2020-06-20;2020-06-26;Si;;;104.3841;1;6263.0480;60;7.6923;1;0;0
ANOIA;06;2020-06-20;2020-06-26;No;14.6671;1.09524;6.6958;8;413.4687;494;1.3423;2;0;0
ANOIA;06;2020-06-19;2020-06-25;Si;;;0.0000;0;5949.8956;57;0.0000;2;0;0
ANOIA;06;2020-06-19;2020-06-25;No;10.1036;0.928571;5.0218;6;412.6317;493;1.1682;2;0;0
ANOIA;06;2020-06-18;2020-06-24;No;9.37419;0.8;4.1849;5;458.6656;548;1.0549;2;0;0
ANOIA;06;2020-06-18;2020-06-24;Si;;;0.0000;0;5741.1273;55;0.0000;2;0;0
ANOIA;06;2020-06-17;2020-06-23;No;10.9047;0.814286;5.8588;7;494.6558;591;1.3672;2;0;0
ANOIA;06;2020-06-17;2020-06-23;Si;;;0.0000;0;6263.0480;60;0.0000;2;0;0
ANOIA;06;2020-06-16;2020-06-22;Si;;;0.0000;0;6784.9686;65;0.0000;3;0;0
ANOIA;06;2020-06-16;2020-06-22;No;10.6536;0.707143;5.0218;6;502.1887;600;1.1605;1;0;0
ANOIA;06;2020-06-15;2020-06-21;Si;;;0.0000;0;3444.6764;33;0.0000;3;0;0
ANOIA;06;2020-06-15;2020-06-21;No;12.3196;0.669048;5.0218;6;499.6777;597;1.3566;2;1;0
ANOIA;06;2020-06-14;2020-06-20;Si;;;0.0000;0;3549.0605;34;0.0000;4;0;0
ANOIA;06;2020-06-14;2020-06-20;No;10.9545;0.569048;5.0218;6;509.7215;609;1.3258;2;1;0
ANOIA;06;2020-06-13;2020-06-19;No;12.0731;0.576984;6.6958;8;529.8090;633;1.6364;3;1;0
ANOIA;06;2020-06-13;2020-06-19;Si;;;0.0000;0;3235.9081;31;0.0000;3;0;0
ANOIA;06;2020-06-12;2020-06-18;No;11.0017;0.505556;5.8588;7;539.8528;645;1.4011;3;1;0
ANOIA;06;2020-06-12;2020-06-18;Si;;;0.0000;0;3549.0605;34;0.0000;2;0;0
ANOIA;06;2020-06-11;2020-06-17;Si;;;0.0000;0;2818.3716;27;0.0000;2;0;1
ANOIA;06;2020-06-11;2020-06-17;No;14.7634;0.705556;7.5328;9;510.5585;610;1.4706;2;1;1
ANOIA;06;2020-06-10;2020-06-16;Si;;;0.0000;0;5741.1273;55;0.0000;2;0;1
ANOIA;06;2020-06-10;2020-06-16;No;19.3881;0.857937;7.5328;9;510.5585;610;1.4652;5;1;1
ANOIA;06;2020-06-09;2020-06-15;Si;;;0.0000;0;7828.8100;75;0.0000;1;0;1
ANOIA;06;2020-06-09;2020-06-15;No;25.965;1.10794;10.0437;12;519.7653;621;1.6453;5;1;1
ANOIA;06;2020-06-08;2020-06-14;No;29.5574;1.30794;13.3916;16;548.2226;655;2.2491;5;0;1
ANOIA;06;2020-06-08;2020-06-14;Si;;;104.3841;1;13048.0167;125;2.5641;1;0;1
ANOIA;06;2020-06-07;2020-06-13;Si;;;104.3841;1;13152.4008;126;2.5000;0;0;1
ANOIA;06;2020-06-07;2020-06-13;No;43.074;1.97937;14.2286;17;560.7773;670;2.3769;5;0;1
ANOIA;06;2020-06-06;2020-06-12;Si;;;104.3841;1;13256.7849;127;2.4390;0;0;2
ANOIA;06;2020-06-06;2020-06-12;No;47.5644;2.18571;14.2286;17;559.1034;668;2.5597;4;0;1
ANOIA;06;2020-06-05;2020-06-11;Si;;;104.3841;1;13569.9373;130;2.3256;0;0;2
ANOIA;06;2020-06-05;2020-06-11;No;59.7126;2.1619;15.9026;19;559.1034;668;2.7211;4;0;1
ANOIA;06;2020-06-04;2020-06-10;Si;;;104.3841;1;13883.0897;133;2.2727;0;0;2
ANOIA;06;2020-06-04;2020-06-10;No;50.5337;1.94762;13.3916;16;592.5826;708;2.2801;4;0;0
ANOIA;06;2020-06-03;2020-06-09;No;47.526;1.77446;15.0656;18;622.7139;744;2.5078;1;0;1
ANOIA;06;2020-06-03;2020-06-09;Si;;;104.3841;1;12212.9436;117;4.1667;0;0;2
ANOIA;06;2020-06-02;2020-06-08;Si;;;104.3841;1;11377.8705;109;4.7619;0;0;2
ANOIA;06;2020-06-02;2020-06-08;No;47.6995;1.49973;13.3916;16;643.6385;769;2.6746;2;0;1
ANOIA;06;2020-06-01;2020-06-07;Si;;;0.0000;0;6158.6638;59;0.0000;0;0;2
ANOIA;06;2020-06-01;2020-06-07;No;40.0555;1.2594;9.2067;11;590.0717;705;2.1138;1;0;1
ANOIA;06;2020-05-31;2020-06-06;Si;;;0.0000;0;6054.2797;58;0.0000;0;0;3
ANOIA;06;2020-05-31;2020-06-06;No;19.1921;0.636948;7.5328;9;569.9841;681;1.8581;1;0;1
ANOIA;06;2020-05-30;2020-06-05;No;17.264;0.589329;7.5328;9;563.2883;673;1.8803;2;0;1
ANOIA;06;2020-05-30;2020-06-05;Si;;;0.0000;0;6158.6638;59;0.0000;0;0;3
ANOIA;06;2020-05-29;2020-06-04;No;24.0447;0.755996;11.7177;14;579.1909;692;2.1776;2;0;3
ANOIA;06;2020-05-29;2020-06-04;Si;;;0.0000;0;6367.4321;61;0.0000;2;0;3
ANOIA;06;2020-05-28;2020-06-03;Si;;;0.0000;0;6576.2004;63;0.0000;2;0;2
ANOIA;06;2020-05-28;2020-06-03;No;31.8;0.808377;12.5547;15;563.2883;673;2.7211;2;0;5
ANOIA;06;2020-05-27;2020-06-02;Si;;;0.0000;0;5741.1273;55;0.0000;2;0;2
ANOIA;06;2020-05-27;2020-06-02;No;34.5531;0.878363;11.7177;14;574.1690;686;2.2951;4;0;4
ANOIA;06;2020-05-26;2020-06-01;Si;;;0.0000;0;9916.4926;95;0.0000;2;0;3
ANOIA;06;2020-05-26;2020-06-01;No;39.7406;1.01023;18.4135;22;630.2468;753;3.0211;3;0;5
ANOIA;06;2020-05-25;2020-05-31;No;46.9674;1.07914;22.5984;27;698.8792;835;2.9610;3;0;5
ANOIA;06;2020-05-25;2020-05-31;Si;;;0.0000;0;10647.1816;102;0.0000;2;0;3
ANOIA;06;2020-05-24;2020-05-30;Si;;;0.0000;0;10647.1816;102;0.0000;2;0;2
ANOIA;06;2020-05-24;2020-05-30;No;49.2285;1.10975;22.5984;27;723.1517;864;2.8387;3;0;5
ANOIA;06;2020-05-23;2020-05-29;Si;;;0.0000;0;10438.4133;100;0.0000;2;0;1
ANOIA;06;2020-05-23;2020-05-29;No;50.5488;1.13951;21.7615;26;732.3585;875;2.5707;3;0;5
ANOIA;06;2020-05-22;2020-05-28;Si;;;0.0000;0;10751.5657;103;0.0000;0;0;1
ANOIA;06;2020-05-22;2020-05-28;No;50.3375;1.13475;20.0875;24;767.5117;917;2.5799;3;0;5
ANOIA;06;2020-05-21;2020-05-27;Si;;;417.5365;4;16492.6931;158;6.0606;0;0;1
ANOIA;06;2020-05-21;2020-05-27;No;55.5487;1.14427;26.7833;32;822.7524;983;3.2073;5;0;6
ANOIA;06;2020-05-20;2020-05-26;No;52.6978;1.10459;27.6203;33;836.1441;999;3.4091;4;1;6
ANOIA;06;2020-05-20;2020-05-26;Si;;;417.5365;4;19102.2964;183;5.7971;0;0;1
ANOIA;06;2020-05-19;2020-05-25;Si;;;417.5365;4;13465.5532;129;5.9701;0;0;0
ANOIA;06;2020-05-19;2020-05-25;No;44.4326;1.06173;20.9245;25;790.9472;945;2.6379;7;1;9
ANOIA;06;2020-05-18;2020-05-24;Si;;;521.9206;5;17954.0709;172;5.7143;0;0;0
ANOIA;06;2020-05-18;2020-05-24;No;45.8878;1.1665;20.9245;25;761.6528;910;3.1766;9;1;10
ANOIA;06;2020-05-17;2020-05-23;Si;;;521.9206;5;18162.8392;174;5.7143;0;0;0
ANOIA;06;2020-05-17;2020-05-23;No;55.1202;1.40119;21.7615;26;752.4460;899;3.2468;11;2;10
ANOIA;06;2020-05-16;2020-05-22;No;72.6819;1.84762;22.5984;27;749.0981;895;3.3943;10;2;10
ANOIA;06;2020-05-16;2020-05-22;Si;;;521.9206;5;18267.2233;175;5.6338;0;0;0
ANOIA;06;2020-05-15;2020-05-21;No;84.8779;2.30476;24.2724;29;724.8256;866;3.8043;10;2;8
ANOIA;06;2020-05-15;2020-05-21;Si;;;521.9206;5;17536.5344;168;5.6338;0;0;0
ANOIA;06;2020-05-14;2020-05-20;Si;;;208.7682;2;12943.6325;124;4.3478;1;0;1
ANOIA;06;2020-05-14;2020-05-20;No;76.0935;2.45714;21.7615;26;683.8136;817;3.0259;9;2;5
ANOIA;06;2020-05-13;2020-05-19;Si;;;313.1524;3;12943.6325;124;6.6667;1;0;1
ANOIA;06;2020-05-13;2020-05-19;No;73.3754;2.50476;20.0875;24;622.7139;744;2.8986;8;1;5
ANOIA;06;2020-05-12;2020-05-18;Si;;;313.1524;3;12839.2484;123;7.4074;1;0;1
ANOIA;06;2020-05-12;2020-05-18;No;75.3283;2.5;20.9245;25;568.3102;679;3.2028;8;1;1
ANOIA;06;2020-05-11;2020-05-17;No;71.0238;2.35714;18.4135;22;556.5924;665;2.7076;8;1;0
ANOIA;06;2020-05-11;2020-05-17;Si;;;417.5365;4;16805.8455;161;6.5574;1;0;2
ANOIA;06;2020-05-10;2020-05-16;No;61.8768;2.05357;17.5766;21;554.0815;662;2.8725;7;0;2
ANOIA;06;2020-05-10;2020-05-16;Si;;;417.5365;4;16597.0772;159;8.1967;1;0;2
ANOIA;06;2020-05-09;2020-05-15;Si;;;521.9206;5;16597.0772;159;8.3333;2;0;2
ANOIA;06;2020-05-09;2020-05-15;No;43.0447;1.42857;16.7396;20;540.6898;646;2.7372;8;0;3
ANOIA;06;2020-05-08;2020-05-14;Si;;;626.3048;6;17118.9979;164;9.6774;4;0;3
ANOIA;06;2020-05-08;2020-05-14;No;23.1109;0.836735;12.5547;15;503.8626;602;2.1869;9;0;5
ANOIA;06;2020-05-07;2020-05-13;Si;;;521.9206;5;15553.2359;149;8.0645;3;0;5
ANOIA;06;2020-05-07;2020-05-13;No;18.7232;0.604592;9.2067;11;460.3396;550;2.0045;9;0;8
ANOIA;06;2020-05-06;2020-05-12;No;19.063;0.517635;9.2067;11;487.1230;582;2.0619;9;0;8
ANOIA;06;2020-05-06;2020-05-12;Si;;;521.9206;5;12630.4801;121;8.7719;3;0;5
ANOIA;06;2020-05-05;2020-05-11;Si;;;1356.9937;13;16388.3089;157;15.5556;5;0;5
ANOIA;06;2020-05-05;2020-05-11;No;17.2587;0.47954;9.2067;11;499.6777;597;2.4194;6;0;9
ANOIA;06;2020-05-04;2020-05-10;Si;;;1148.2254;11;17432.1503;167;19.0476;5;0;6
ANOIA;06;2020-05-04;2020-05-10;No;19.8008;0.50335;11.7177;14;531.4830;635;2.3256;4;0;10
ANOIA;06;2020-05-03;2020-05-09;Si;;;1148.2254;11;17640.9185;169;17.4603;5;0;7
ANOIA;06;2020-05-03;2020-05-09;No;23.0918;0.574778;12.5547;15;528.1351;631;2.3438;3;0;10
ANOIA;06;2020-05-02;2020-05-08;Si;;;1043.8413;10;17954.0709;172;16.9231;4;0;12
ANOIA;06;2020-05-02;2020-05-08;No;30.9833;0.771207;13.3916;16;524.7871;627;2.1611;3;0;9
ANOIA;06;2020-05-01;2020-05-07;No;54.7604;1.36304;15.0656;18;469.5464;561;2.7719;2;0;7
ANOIA;06;2020-05-01;2020-05-07;Si;;;1043.8413;10;16910.2296;162;17.7419;2;0;11
ANOIA;06;2020-04-30;2020-05-06;Si;;;1043.8413;10;18475.9916;177;17.1875;2;0;8
ANOIA;06;2020-04-30;2020-05-06;No;70.9237;1.56921;21.7615;26;550.7336;658;3.6563;1;0;6
ANOIA;06;2020-04-29;2020-05-05;Si;;;1356.9937;13;21398.7473;205;18.1818;2;0;10
ANOIA;06;2020-04-29;2020-05-05;No;87.7365;1.61269;27.6203;33;529.8090;633;5.3640;1;0;11
ANOIA;06;2020-04-28;2020-05-04;Si;;;835.0730;8;19519.8329;187;16.0000;0;0;11
ANOIA;06;2020-04-28;2020-05-04;No;109.999;1.58342;26.7833;32;545.7117;652;4.9057;1;0;13
ANOIA;06;2020-04-27;2020-05-03;No;105.892;1.54288;27.6203;33;494.6558;591;5.5328;1;0;13
ANOIA;06;2020-04-27;2020-05-03;Si;;;1148.2254;11;12943.6325;124;25.5814;0;0;11
ANOIA;06;2020-04-26;2020-05-02;No;101.174;1.43905;27.6203;33;503.8626;602;5.4656;1;0;17
ANOIA;06;2020-04-26;2020-05-02;Si;;;1148.2254;11;12839.2484;123;26.1905;0;0;12
ANOIA;06;2020-04-25;2020-05-01;Si;;;1252.6096;12;12734.8643;122;28.5714;0;0;7
ANOIA;06;2020-04-25;2020-05-01;No;93.3001;1.29619;26.7833;32;486.2860;581;5.8700;0;0;19
ANOIA;06;2020-04-24;2020-04-30;Si;;;1252.6096;12;18371.6075;176;26.0870;0;0;11
ANOIA;06;2020-04-24;2020-04-30;No;59.3876;0.754835;25.1094;30;525.6241;628;5.2525;0;0;24
ANOIA;06;2020-04-23;2020-04-29;Si;;;1565.7620;15;21607.5156;207;28.3019;0;0;11
ANOIA;06;2020-04-23;2020-04-29;No;56.6155;0.712026;23.4354;28;447.7849;535;6.3107;0;0;25
ANOIA;06;2020-04-22;2020-04-28;No;61.8474;0.777826;26.7833;32;462.8505;553;6.5574;0;0;23
ANOIA;06;2020-04-22;2020-04-28;Si;;;1252.6096;12;19206.6805;184;27.5000;0;0;10
ANOIA;06;2020-04-21;2020-04-27;No;76.1188;0.882956;42.6860;51;462.0136;552;10.0917;0;0;20
ANOIA;06;2020-04-21;2020-04-27;Si;;;1252.6096;12;17954.0709;172;28.2051;0;0;15
ANOIA;06;2020-04-20;2020-04-26;Si;;;1356.9937;13;18058.4551;173;26.0870;0;0;17
ANOIA;06;2020-04-20;2020-04-26;No;81.92;0.906255;41.0120;49;526.4611;629;9.0909;0;0;20
ANOIA;06;2020-04-19;2020-04-25;Si;;;1461.3778;14;17849.6868;171;26.0870;0;0;17
ANOIA;06;2020-04-19;2020-04-25;No;95.5342;0.975568;42.6860;51;506.3736;605;9.6842;0;0;15
ANOIA;06;2020-04-18;2020-04-24;Si;;;1356.9937;13;17536.5344;168;25.0000;0;0;21
ANOIA;06;2020-04-18;2020-04-24;No;99.3568;0.981062;45.1969;54;492.9819;589;9.9119;0;0;16
ANOIA;06;2020-04-17;2020-04-23;No;110.345;0.92843;53.5667;64;556.5924;665;9.7070;0;0;13
ANOIA;06;2020-04-17;2020-04-23;Si;;;1356.9937;13;15031.3152;144;23.2558;0;0;20
ANOIA;06;2020-04-16;2020-04-22;Si;;;3653.4446;35;26513.5699;254;13.9785;0;0;25
ANOIA;06;2020-04-16;2020-04-22;No;99.601;0.815071;56.0777;67;626.0619;748;9.3651;0;0;13
ANOIA;06;2020-04-15;2020-04-21;Si;;;6680.5845;64;42693.1106;409;16.5217;0;0;31
ANOIA;06;2020-04-15;2020-04-21;No;94.1822;0.721321;52.7298;63;618.5290;739;8.6179;0;0;10
ANOIA;06;2020-04-14;2020-04-20;Si;;;8350.7306;80;51252.6096;491;17.3397;0;0;30
ANOIA;06;2020-04-14;2020-04-20;No;88.1266;0.662207;43.5230;52;586.7238;701;7.6389;0;0;14
ANOIA;06;2020-04-13;2020-04-19;Si;;;9394.5720;90;49582.4634;475;18.2670;0;0;30
ANOIA;06;2020-04-13;2020-04-19;No;98.6042;0.66185;49.3818;59;532.3200;636;9.4162;0;0;15
ANOIA;06;2020-04-12;2020-04-18;No;101.869;0.679946;55.2407;66;585.8868;700;10.5983;0;0;15
ANOIA;06;2020-04-12;2020-04-18;Si;;;9603.3402;92;50417.5365;483;19.1686;0;0;32
ANOIA;06;2020-04-11;2020-04-17;Si;;;10751.5657;103;55010.4384;527;23.4801;0;0;31
ANOIA;06;2020-04-11;2020-04-17;No;106.488;0.655818;56.0777;67;582.5388;696;10.7509;0;0;15
ANOIA;06;2020-04-10;2020-04-16;Si;;;14196.2421;136;56680.5845;543;22.7360;0;0;35
ANOIA;06;2020-04-10;2020-04-16;No;122.791;0.715641;65.2845;78;513.9064;614;13.4615;0;0;16
ANOIA;06;2020-04-09;2020-04-15;Si;;;17536.5344;168;47181.6283;452;31.0023;0;0;36
ANOIA;06;2020-04-09;2020-04-15;No;133.334;0.747901;66.1215;79;456.1547;545;14.9123;0;0;18
ANOIA;06;2020-04-08;2020-04-14;No;157.593;0.825823;77.8392;93;492.1449;588;17.5649;0;0;22
ANOIA;06;2020-04-08;2020-04-14;Si;;;15448.8517;148;31628.3924;303;40.0000;0;0;32
ANOIA;06;2020-04-07;2020-04-13;No;178.42;0.845916;89.5569;107;554.0815;662;18.4211;0;0;21
ANOIA;06;2020-04-07;2020-04-13;Si;;;14196.2421;136;23590.8141;226;47.3171;0;0;31
ANOIA;06;2020-04-06;2020-04-12;Si;;;13465.5532;129;22964.5093;220;48.2412;0;0;33
ANOIA;06;2020-04-06;2020-04-12;No;202.782;0.859142;99.6007;119;590.9087;706;21.1314;0;0;23
ANOIA;06;2020-04-05;2020-04-11;Si;;;13256.7849;127;22129.4363;212;47.1503;0;0;34
ANOIA;06;2020-04-05;2020-04-11;No;197.059;0.826104;94.5788;113;547.3856;654;20.3604;0;0;25
ANOIA;06;2020-04-04;2020-04-10;Si;;;12421.7118;119;18058.4551;173;42.1053;0;0;35
ANOIA;06;2020-04-04;2020-04-10;No;207.661;0.810809;106.2966;127;644.4755;770;19.8777;0;0;28
ANOIA;06;2020-04-03;2020-04-09;No;200.904;0.76934;106.2966;127;747.4241;893;17.9625;0;0;33
ANOIA;06;2020-04-03;2020-04-09;Si;;;11169.1022;107;18997.9123;182;50.9677;0;0;34
ANOIA;06;2020-04-02;2020-04-08;No;222.698;0.721066;112.1554;134;810.1977;968;18.4049;0;0;36
ANOIA;06;2020-04-02;2020-04-08;Si;;;5949.8956;57;13048.0167;125;47.5728;0;0;34
ANOIA;06;2020-04-01;2020-04-07;Si;;;6471.8162;62;14091.8580;135;46.2810;0;0;36
ANOIA;06;2020-04-01;2020-04-07;No;213.746;0.682827;112.9924;135;819.4045;979;17.9735;0;0;39
ANOIA;06;2020-03-31;2020-04-06;Si;;;5845.5114;56;12839.2484;123;45.4545;0;0;38
ANOIA;06;2020-03-31;2020-04-06;No;223.101;0.678256;121.3622;145;826.1004;987;19.4279;0;0;46
ANOIA;06;2020-03-30;2020-04-05;Si;;;5845.5114;56;12526.0960;120;43.9252;0;0;35
ANOIA;06;2020-03-30;2020-04-05;No;244.591;0.71801;136.4279;163;843.6770;1008;19.1638;0;0;55
ANOIA;06;2020-03-29;2020-04-04;No;269.918;0.721454;143.9607;172;867.9494;1037;21.0349;0;0;59
ANOIA;06;2020-03-29;2020-04-04;Si;;;5949.8956;57;12943.6325;124;44.1441;0;0;34
ANOIA;06;2020-03-28;2020-04-03;Si;;;6158.6638;59;13361.1691;128;44.3478;0;0;37
ANOIA;06;2020-03-28;2020-04-03;No;295.464;0.793283;149.8196;179;894.7328;1069;22.7468;0;0;62
ANOIA;06;2020-03-27;2020-04-02;Si;;;3966.5970;38;7515.6576;72;46.9697;0;0;36
ANOIA;06;2020-03-27;2020-04-02;No;322.604;0.854628;154.8415;185;803.5019;960;25.8782;0;0;70
ANOIA;06;2020-03-26;2020-04-01;Si;;;3653.4446;35;6784.9686;65;50.0000;0;0;37
ANOIA;06;2020-03-26;2020-04-01;No;393.841;0.99272;196.6905;235;925.7011;1106;31.2190;0;0;73
ANOIA;06;2020-03-25;2020-03-31;Si;;;2296.4509;22;3862.2129;37;46.6667;0;0;34
ANOIA;06;2020-03-25;2020-03-31;No;417.369;1.02184;200.0385;239;846.1879;1011;33.7284;0;0;81
ANOIA;06;2020-03-24;2020-03-30;No;441.561;1.10139;207.5713;248;770.0226;920;35.1765;0;0;90
ANOIA;06;2020-03-24;2020-03-30;Si;;;2400.8350;23;3862.2129;37;50.0000;0;0;31
ANOIA;06;2020-03-23;2020-03-29;No;454.964;1.12542;204.2234;244;690.5094;825;36.6452;0;0;86
ANOIA;06;2020-03-23;2020-03-29;Si;;;1878.9144;18;2713.9874;26;54.5455;0;0;32
ANOIA;06;2020-03-22;2020-03-28;Si;;;2192.0668;21;2818.3716;27;60.8696;0;0;31
ANOIA;06;2020-03-22;2020-03-28;No;491.844;1.17764;230.1698;275;727.3366;869;37.7751;0;0;86
ANOIA;06;2020-03-21;2020-03-27;Si;;;2087.6826;20;2818.3716;27;60.8696;0;0;31
ANOIA;06;2020-03-21;2020-03-27;No;465.497;1.13503;222.6369;266;647.8234;774;38.3562;0;0;86
ANOIA;06;2020-03-20;2020-03-26;Si;;;2609.6033;25;3340.2922;32;67.8571;0;0;27
ANOIA;06;2020-03-20;2020-03-26;No;467.944;1.12492;222.6369;266;597.6045;714;40.7738;0;0;78
ANOIA;06;2020-03-19;2020-03-25;No;413.647;1.10562;200.0385;239;437.7411;523;41.5323;0;0;72
ANOIA;06;2020-03-19;2020-03-25;Si;;;2296.4509;22;3027.1398;29;69.2308;0;0;25
ANOIA;06;2020-03-18;2020-03-24;Si;;;2192.0668;21;3131.5240;30;70.3704;0;0;24
ANOIA;06;2020-03-18;2020-03-24;No;429.634;1.17195;208.4083;249;426.0234;509;43.8525;0;0;61
ANOIA;06;2020-03-17;2020-03-23;Si;;;2192.0668;21;2922.7557;28;73.0769;0;0;23
ANOIA;06;2020-03-17;2020-03-23;No;432.884;1.24028;193.3426;231;405.0988;484;43.5065;0;0;46
ANOIA;06;2020-03-16;2020-03-22;Si;;;1983.2985;19;2713.9874;26;75.0000;0;0;24
ANOIA;06;2020-03-16;2020-03-22;No;448.953;1.38604;200.0385;239;394.2181;471;43.1111;0;0;43
ANOIA;06;2020-03-15;2020-03-21;Si;;;2192.0668;21;2922.7557;28;80.7692;0;0;24
ANOIA;06;2020-03-15;2020-03-21;No;480.352;1.67321;187.4837;224;354.8800;424;41.5648;0;0;39
ANOIA;06;2020-03-14;2020-03-20;No;613.747;2.24935;187.4837;224;338.1403;404;43.6693;0;0;35
ANOIA;06;2020-03-14;2020-03-20;Si;;;1774.5302;17;2087.6826;20;85.0000;0;0;19
ANOIA;06;2020-03-13;2020-03-19;Si;;;1148.2254;11;1461.3778;14;78.5714;0;0;19
ANOIA;06;2020-03-13;2020-03-19;No;689.505;2.77374;193.3426;231;357.3909;427;40.5340;0;0;31
ANOIA;06;2020-03-12;2020-03-18;Si;;;1252.6096;12;1461.3778;14;85.7143;0;0;14
ANOIA;06;2020-03-12;2020-03-18;No;705.901;3.28167;174.0920;208;266.9969;319;40.3279;0;0;30
ANOIA;06;2020-03-11;2020-03-17;Si;;;1148.2254;11;1252.6096;12;91.6667;0;0;14
ANOIA;06;2020-03-11;2020-03-17;No;697.763;3.78939;158.1894;189;226.8218;271;37.0656;0;0;30
ANOIA;06;2020-03-10;2020-03-16;No;703.465;4.26639;155.6784;186;220.9630;264;40.9266;0;0;29
ANOIA;06;2020-03-10;2020-03-16;Si;;;939.4572;9;1043.8413;10;90.0000;0;0;12
ANOIA;06;2020-03-09;2020-03-15;No;571.197;4.4898;123.8732;148;198.3645;237;40.5172;0;0;24
ANOIA;06;2020-03-09;2020-03-15;Si;;;939.4572;9;1043.8413;10;90.0000;0;0;7
ANOIA;06;2020-03-08;2020-03-14;Si;;;208.7682;2;313.1524;3;66.6667;0;0;4
ANOIA;06;2020-03-08;2020-03-14;No;419.148;4.07143;99.6007;119;159.8634;191;37.9679;0;0;23
ANOIA;06;2020-03-07;2020-03-13;Si;;;208.7682;2;208.7682;2;100.0000;0;0;2
ANOIA;06;2020-03-07;2020-03-13;No;;;85.3720;102;120.5252;144;40.5594;0;0;18
ANOIA;06;2020-03-06;2020-03-12;Si;;;208.7682;2;208.7682;2;100.0000;0;0;1
ANOIA;06;2020-03-06;2020-03-12;No;;;55.2407;66;55.2407;66;54.5455;0;0;14
ANOIA;06;2020-03-05;2020-03-11;No;;;41.0120;49;37.6641;45;57.7778;0;0;10
ANOIA;06;2020-03-05;2020-03-11;Si;;;0.0000;0;0.0000;0;0.0000;0;0;1
ANOIA;06;2020-03-04;2020-03-10;No;;;25.9464;31;31.8052;38;57.8947;0;0;6
ANOIA;06;2020-03-04;2020-03-10;Si;;;0.0000;0;0.0000;0;0.0000;0;0;0
ANOIA;06;2020-03-03;2020-03-09;Si;;;0.0000;0;0.0000;0;0.0000;0;0;0
ANOIA;06;2020-03-03;2020-03-09;No;;;9.2067;11;0.8369;1;0.0000;0;0;3
ANOIA;06;2020-03-02;2020-03-08;Si;;;0.0000;0;0.0000;0;0.0000;0;0;0
ANOIA;06;2020-03-02;2020-03-08;No;;;3.3479;4;0.0000;0;0.0000;0;0;2
ANOIA;06;2020-03-01;2020-03-07;Si;;;0.0000;0;0.0000;0;0.0000;0;0;0
ANOIA;06;2020-03-01;2020-03-07;No;;;3.3479;4;0.0000;0;0.0000;0;0;0
ANOIA;06;2020-02-29;2020-03-06;No;;;3.3479;4;0.0000;0;0.0000;0;0;0
ANOIA;06;2020-02-29;2020-03-06;Si;;;0.0000;0;0.0000;0;0.0000;0;0;0
ANOIA;06;2020-02-28;2020-03-05;No;;;3.3479;4;0.0000;0;0.0000;0;0;0
ANOIA;06;2020-02-28;2020-03-05;Si;;;0.0000;0;0.0000;0;0.0000;0;0;0
ANOIA;06;2020-02-27;2020-03-04;Si;;;0.0000;0;0.0000;0;0.0000;0;0;0
ANOIA;06;2020-02-27;2020-03-04;No;;;1.6739;2;0.0000;0;0.0000;0;0;0
ANOIA;06;2020-02-26;2020-03-03;No;;;0.8369;1;0.0000;0;0.0000;0;0;0
ANOIA;06;2020-02-26;2020-03-03;Si;;;0.0000;0;0.0000;0;0.0000;0;0;0
ANOIA;06;2020-02-25;2020-03-02;Si;;;0.0000;0;0.0000;0;0.0000;0;0;0
ANOIA;06;2020-02-25;2020-03-02;No;;;0.0000;0;0.0000;0;0.0000;0;0;0
ANOIA;06;2020-02-24;2020-03-01;Si;;;0.0000;0;0.0000;0;0.0000;0;0;0
ANOIA;06;2020-02-24;2020-03-01;No;;;0.0000;0;0.0000;0;0.0000;0;0;0
BAGES;07;2020-08-29;2020-09-04;Si;;;0.0000;0;3026.0047;64;0.0000;0;0;0
BAGES;07;2020-08-29;2020-09-04;No;102.284;0.938824;47.9827;85;887.3986;1572;5.7199;6;1;1
BAGES;07;2020-08-28;2020-09-03;Si;;;47.2813;1;3026.0047;64;1.9231;0;0;0
BAGES;07;2020-08-28;2020-09-03;No;115.68;1.06178;46.8537;83;930.8653;1649;5.3885;7;1;2
